Person,Responsibility,imdbID
Sijie Dai,novel,tt0291032
Sijie Dai,screenplay,tt0291032
Rodney Ackland,script,tt0033828
Arthur Boys,script,tt0033828
Michael L. Wynhoff,additional material,tt0106254
Valerio Zurlini,story,tt0063576
Franco Brusati,screenplay,tt0063576
Valerio Zurlini,screenplay,tt0063576
Adam Hart,story,tt2848456
Marivaux,play,tt0406888
Hon-Fan Jeff Kwok,story,tt2258687
Hobart Bosworth,adaptation,tt0001640
William Makepeace Thackeray,story,tt0001640
Richard B. Sheridan,play,tt0021338
Ted Geoghegan,screenplay,tt2091938
Michael Gruosso,story,tt2091938
Frank Sabatella,story,tt2091938
George A. Taramas,story,tt2091938
Edgar Wallace,novel,tt0054395
Egon Eis,screenplay,tt0054395
Wolfgang Lukschy,additional dialogue,tt0054395
Michael Banno,screenplay,tt2275656
Jeffrey Long,screenplay,tt2275656
Matthew Davis,screenplay,tt2275656
Steven Parker,screenplay,tt2275656
Michael Banno,story,tt2275656
Rasmus Tirzitis,story,tt2275656
Karl R. Coolidge,scenario,tt0009921
Terry Bisson,short story,tt4632750
Alistair MacLean,screenplay,tt0067976
Ryan Gentle,story,tt4217844
Henri Pachard,screenplay,tt0124693
Milton Krims,screen play,tt0032396
Valentine Williams,from a story by,tt0032396
Wolfgang Wilhelm,from a story by,tt0032396
John Colton,titles,tt0018836
Gladys Unger,play,tt0018836
Peter Dourountzis,screenplay,tt3638710
Benjamin Parent,screenplay,tt3638710
Leiji Matsumoto,story concept,tt0140648
Stanley Lupino,play,tt0030542
Mitsuharu Makita,screenplay,tt3037406
Jeff Wright,screenplay,tt0245402
Brooks Campbell,screenplay,tt0245402
Ralph Staub,narrative,tt1205602
Frank Roland Conklin,dialogue,tt0777862
Frank Roland Conklin,story,tt0777862
James Madison,additional dialogue,tt0777862
Sally Benson,book,tt4165710
Jerome Chodorov,play,tt4165710
Joseph Fields,play,tt4165710
Gabriele D'Annunzio,novel,tt0173869
Febo Mari,story,tt0173869
Renee Marie,story,tt1988132
Charles Perry,novel,tt0127288
Shelley Eriksen,story,tt1299377
Keith Behrman,story,tt1299377
Shelley Eriksen,teleplay,tt1299377
Kenneth Grahame,novel,tt0042044
Winston Hibler,story,tt0042044
Homer Brightman,story,tt0042044
Ted Sears,story,tt0042044
Harry Reeves,story,tt0042044
Christopher Fell,idea,tt1412705
Yuval Shrem,screenplay,tt4341236
Eddie Navarro,story,tt4341236
Yuval Shrem,story,tt4341236
Jill E. Blotevogel,teleplay,tt0866438
Jill E. Blotevogel,story,tt0866438
Sunil Perkash,story,tt0866438
Cameron Ahern,story,tt1955084
A.E.W. Mason,novel,tt0048662
R.C. Sherriff,screenplay,tt0048662
Lajos Biró,additional dialogue,tt0048662
Arthur Wimperis,additional dialogue,tt0048662
Brandon Auman,screenplay,tt1711366
Brandon Auman,story,tt1711366
Mike Disa,story,tt1711366
Chuck Beaver,story,tt1711366
Joe Goyette,story,tt1711366
Rafael Barnwell,creator,tt2341604
Leonardo Nieto-Montenegro,creator,tt2341604
Maximilliano Trawskij,creator,tt2341604
Rebecca Vilsan,creator,tt2341604
Tim Zafir,creator,tt2341604
Olimpia Arghir,adaptation,tt0333289
William Shakespeare,play,tt0333289
Virgil Teodorescu,translator,tt0333289
Jordan O'Shea,story,tt4066160
William Shakespeare,play,tt0420049
Eubulus Timothy,film adaptation,tt0420049
James Oliver Curwood,"story ""God of Her People""",tt0013356
Leigh Whannell,screenplay,tt0455760
James Wan,story,tt0455760
Leigh Whannell,story,tt0455760
Theodore V. Olsen,novel,tt0066390
John Gay,screenplay,tt0066390
Seiji Yamada,screenplay,tt0471385
Seiji Yamada,story,tt0471385
Meia Albarda,translator,tt0338916
Alan Seymour,play,tt0338916
John Marean,script consultant,tt3585982
Luke Bruehlman,story,tt1617027
Edmond de Goncourt,novel,tt0477654
Edmond Épardaud,adaptation,tt0477654
Jim Murray,story,tt0207348
Charlie Wiener,teleplay,tt0207348
Reuben Gillmer,story,tt0206906
Federico De Urrutia,screenplay,tt0058538
Marcello Fondato,Italian version,tt0058538
Jesús Navarro Carrión,screenplay,tt0058538
Jesús Navarro Carrión,story,tt0058538
Primo Zeglio,Italian version,tt0058538
Jack Boyle,story,tt0018732
Ahmed Gabbani,story,tt3491394
Ibrahim Shaddad,screenplay,tt3491394
Robert Ellis,screenplay,tt0036836
Helen Logan,screenplay,tt0036836
Snag Werris,screenplay,tt0036836
Froma Sand,story,tt0036836
Fred Niblo Jr.,story,tt0036836
Kay Francis,based on the actual experiences of,tt0036836
Carole Landis,based on the actual experiences of,tt0036836
Martha Raye,based on the actual experiences of,tt0036836
Mitzi Mayfair,based on the actual experiences of,tt0036836
Miguel Cussó,story,tt0063407
Kôzô Uchida,screenplay,tt3309150
Shôtarô Ishinomori,comic,tt0156669
Jason Momoa,story & screenplay,tt2386285
Robert Homer Mollohan,story & screenplay,tt2386285
Jonathan Hirschbein,screenplay,tt2386285
Ronald Adam,play,tt4499180
Shin Takahashi,manga,tt1503159
Itaru Era,script,tt1503159
Masanao Sakao,screenplay,tt0250624
Kevin Ryan,story editor,tt7264946
Jeff Knite,screenplay,tt0426576
Val Lik,contributing screenwriter,tt0426576
Friz Freleng,story,tt0053386
Warren Foster,story,tt0053386
Lindsley Parsons,story,tt0026273
Lindsley Parsons,screenplay,tt0026273
Sam Jack Gilmore,story,tt3280286
Billy Wilder,"based on the story ""From A to Z"" by",tt0040820
Thomas Monroe,"based on the story ""From A to Z"" by",tt0040820
Clifford Grey,screenplay,tt0024657
Clifford Grey,story,tt0024657
Ivan Moffat,screenplay,tt0059263
Ben Barzman,screenplay,tt0059263
Matthew Harris,story,tt5152454
William Shakespeare,play,tt0159542
David Icely,creator,tt1389058
Andrew Crandall,screenplay,tt1270084
Gouzalia Van Mater,story,tt1270084
John Hunter Booth,play,tt0017334
Rex Taylor,adaptation,tt0017334
John McDermott,adaptation,tt0017334
Kan Shimozawa,story,tt0202155
Christopher Di Nunzio,story,tt1482907
Sadayuki Murai,screenplay,tt0156887
Yoshikazu Takeuchi,novel,tt0156887
Shôtarô Ishinomori,characters: Powertron parody,tt0156887
Lia Sargent,english adaptation,tt0156887
Lloyd Lonergan,scenario,tt0459358
Arnold Belgard,screenplay,tt5708344
Betty Hopkins,story by,tt5708344
Chris Peirson,original screenplay,tt0385813
William Peirson,original screenplay,tt0385813
Adriano Bolzoni,screenplay,tt0078224
Adriano Bolzoni,story,tt0078224
Raymond Hartung,story,tt0113412
Raymond Hartung,teleplay,tt0113412
Robert Nathan,teleplay,tt0113412
Natalie Kiwi,story,tt6111830
Jeffrey Schenck,story,tt6111830
Peter Sullivan,story,tt6111830
Tom Wolfe,articles,tt0070287
Alexa Dooseman,play,tt3207244
Jon Jones,screenplay,tt3207244
Ivan Lopez,screenplay,tt3207244
Katrina Morris,screenplay,tt3207244
Idoia de Eguia Luna,play,tt3207244
Pete Stone,screenplay,tt1590217
Naomi Kline,screenplay,tt3182430
David Andrew Stoler,screenplay,tt3182430
Erwin C. Dietrich,swiss version,tt0072793
Jesús Franco,story,tt0072793
Eiko Kera,comic,tt1298836
Dave Moody,story,tt2192238
Josh Moody,story,tt2192238
Grace Cunard,scenario,tt0329105
Harry A. Davis,story,tt0342717
Louise Winter,story,tt0009963
Isabel Santos,story,tt5641552
Adam Chanzit,screenplay,tt2123884
Tim Macy,screenplay,tt1273652
Ramaa Mosley,screenplay,tt1273652
Carl Golder,creator,tt2630648
Marcus J. Richardson,creator,tt2630648
Brian Stewart,story and screenplay,tt1144544
L. Frank Baum,novel,tt0119419
Jun'ya Yamazaki,teleplay,tt1558777
Kazuo Aoki,novel,tt1558777
Tami Yoshitomi,novel,tt1558777
Brent Gundesen,story,tt2438126
Margaret Corn,story,tt3682158
Guido Kreutzer,novel,tt0017789
Frank Tashlin,"story ""The Bear That Wasn't""",tt0061390
Irv Spector,additional story,tt0061390
Hans Christian Andersen,story,tt0490631
Joseph Sullivan,scenario,tt0490631
John Weldon,story,tt0206312
Eunice Macaulay,story,tt0206312
Chuks Okpala,screenplay,tt1493141
Chuks Okpala,story,tt1493141
George D. Baker,scenario,tt0005520
Nyoka-Kelly Campbell,story,tt3897052
Milton J. Fahrney,scenario,tt0360191
John Botsford,story,tt2449844
Henry A. Du Souchet,play,tt0018184
Rex Taylor,adaptation,tt0018184
Rex Taylor,screenplay,tt0018184
Joel Chandler Harris,book,tt0038969
Dalton S. Reymond,story,tt0038969
Bill Peet,cartoon story,tt0038969
Ralph Wright,cartoon story,tt0038969
Vernon Stallings,cartoon story,tt0038969
Dalton S. Reymond,screenplay,tt0038969
Morton Grant,screenplay,tt0038969
Maurice Rapf,screenplay,tt0038969
Irwin Shaw,screenplay by,tt0041945
Chester Erskine,screenplay by,tt0041945
Irwin Shaw,novel,tt0041945
David Shaw,novel,tt0041945
Linda Betti,screenplay,tt0985013
Chris J. Zayachkowski,screenplay,tt1337509
Bruno Podalydès,screenplay,tt4163644
Laurie Lynd,screenplay,tt0113342
Daniel MacIvor,play,tt0113342
Daniel MacIvor,screenplay,tt0113342
Bob Carney,screenplay,tt0830690
Wallace Fox,adaptation,tt0830690
Si Wills,screenplay,tt0830690
Jane Murfin,story,tt0130095
Laurence Trimble,screenplay,tt0130095
Laurence Trimble,story,tt0130095
Joel Franka,screenplay,tt2401912
Gladys Marciano,collaboration,tt2401912
Benoît Mariage,collaboration,tt2401912
Keigo Higashino,novel,tt0451790
Doug Richardson,story,tt0113845
Doug Richardson,screenplay,tt0113845
David Loughery,screenplay,tt0113845
Diony T. Galang,screenplay,tt0343718
Chito B. Tapawan,story,tt0343718
Sherri Foxman,book,tt0090850
Joanna M. Gallagher,story,tt2587716
Vincent Liu,story,tt2587716
Jacob David Stein,story,tt2587716
Bannister Merwin,scenario,tt0352664
James Whitcomb Riley,poem,tt0352664
Thandiwe McMillan,story,tt4387044
Zhamoyani McMillan,story,tt4387044
Javier Ronceros,story,tt1870496
Charles M. Schulz,created and written by,tt0070793
Ben Hernandez Bray,story,tt2235515
Michael Gordon,story,tt2235515
Tina Sen Gordon,story,tt2235515
Frank Torres,story,tt2235515
Mostafa Keshvari,story,tt3426868
Enzo Zelocchi,story,tt3072216
James A. Michener,adapted from the story by,tt0046238
Anthony Coldeway,story,tt0018804
James A. Starr,titles,tt0018804
Ernie Mosteller,story,tt3510646
Jeff Sternberger,story,tt3510646
Dimitrij Plichta,screenplay,tt0282198
David P. Barton,story,tt0301165
Henry Oyen,story,tt0005851
Carl Krusada,story,tt0020682
Guy Laurent,screenplay,tt5804948
Marc de Chauveron,screenplay,tt5804948
Philippe de Chauveron,collaboration,tt5804948
Guy Laurent,dialogue,tt5804948
Marc de Chauveron,dialogue,tt5804948
Baroness Emmuska Orczy,story,tt0246341
Ross Bagdasarian,characters,tt2974918
Janice Karman,characters,tt2974918
Kilina Ogawa,story,tt2080352
Julian Richards,idea,tt0319728
David Tillman,screenplay,tt3369910
Carlos Arniches,play,tt0227847
Chinweuba Nneji,story,tt1510858
Jerry O. Tirazona,screenplay,tt0077243
Leo Fong,screenplay,tt0077243
Leonardo Velasco Uy,story,tt0077243
Efren C. Piñon,story,tt0077243
Leo Fong,story & screenplay,tt0077243
José Navarro Costabella,novel,tt0235112
Phil Lollar,story,tt1275502
Phil Lollar,radio series,tt1275502
Steve Harris,radio series,tt1275502
Sebastian Fitzek,novel,tt1921111
Ken Feinberg,screenplay,tt1783340
Kelly Nettles,screenplay,tt1783340
Albert Hemsing,narration,tt0080780
Esther Hemsing,narration,tt0080780
Gerhard Schoenberner,novel,tt0080780
Douglas Carter Beane,play,tt0161219
Douglas Carter Beane,screenplay,tt0161219
Charles B. Griffith,screenplay,tt0054768
Steve Carducci,story,tt0225196
Gabriele Lavia,story by,tt0091921
Gianfranco Clerici,screenplay by,tt0091921
Gabriele Lavia,screenplay by,tt0091921
Vincenzo Mannino,screenplay by,tt0091921
Dardano Sacchetti,screenplay by,tt0091921
Lewis E. Ciannelli,dialogue adaptation: English version,tt0091921
Susan Howe,story,tt3236426
Nick Attin,story,tt1924312
Peyami Safa,novel,tt1385906
Sudipta Rathore,screenplay,tt3428878
Gilles Thompson,french adaptation,tt0197750
Jack Broome,script,tt1733190
David Bellini,screenplay,tt1539324
David Bellini,story,tt1539324
Andrea Bettinetti,screenplay,tt1539324
Andrea Bettinetti,story,tt1539324
Michele Bongiorno,story,tt1539324
Paolo Orlandelli,screenplay,tt1539324
Andrew Conlon,screenplay,tt1587434
Andrew Conlon,story,tt1587434
Graham Lee,creator,tt1587434
Graham Lee,screenplay,tt1587434
Graham Lee,story,tt1587434
Russel Lee,story,tt1587434
John Nelson,story,tt1587434
J.B. Priestley,play,tt0037363
Aubry Peters,story,tt4922836
Chris Powell,story,tt4922836
William L. Fox,additional material,tt1534014
Jim Abrahams,"television series: ""Police Squad""",tt0110622
David Zucker,"television series: ""Police Squad""",tt0110622
Jerry Zucker,"television series ""Police Squad""",tt0110622
Ethel M. Dell,novel,tt0013106
George Bernard Shaw,play,tt4307386
William Pigott,scenario,tt0005031
Charles E. van Loan,story,tt0005031
Leo Tolstoy,novel,tt0004897
Anthony Kimmins,play,tt0025563
H. Fowler Mear,adaptation,tt0025563
Scott Blease,story,tt3891048
Josh Litman,story,tt4010202
Paul Gallasch,story,tt2042577
Jane Pittman,story,tt3588972
Elizabeth Griffith,novel,tt0145430
Doug Bass,screenplay,tt1842319
R. Mond,story,tt4522410
Massimo Felisatti,screenplay,tt0063782
Fabio Pittorru,screenplay,tt0063782
Florestano Vancini,idea and screenplay,tt0063782
Eleanore Griffin,screenplay,tt0048130
Frances Gray Patton,novel,tt0048130
James Tayler,screenplay,tt1821397
Keith G. van der Wat,screenplay,tt0316759
Beau Brummell,story,tt0316759
Jeannice Adriaansens,scenario,tt0428205
Toshimichi Saito,story,tt2133352
Charles Dickens,"story ""A Christmas Carol""",tt0078764
Jerome Coopersmith,screenplay,tt0078764
Sara B. Cooper,story,tt0141825
Jean Gennis,teleplay,tt0141825
Phyllis Murphy,teleplay,tt0141825
Mike Gatti,story,tt4574382
Daniel Domscheit-Berg,book,tt1837703
David Leigh,book,tt1837703
Luke Harding,book,tt1837703
Josh Singer,screenplay by,tt1837703
Tina Adams,Martina Adamcova,tt6428844
Eliseo Corcuerra,story,tt1159581
Walter C. Bellows,story,tt0003036
Gösta Stevens,screenplay,tt1333660
Edith Øberg,novel,tt1333660
Patrick Brawn,sketches,tt4641806
Michael Flanders,sketches,tt4641806
Joyce Grenfell,sketches,tt4641806
Godfrey Harrison,sketches,tt4641806
Laurier Lister,devised by,tt4641806
Charlotte Mitchell,sketches,tt4641806
Nicholas Phipps,sketches,tt4641806
Richard Waring,sketches,tt4641806
Gabriela Revilla Lugo,story,tt4040734
Wayne Johnson,screenplay,tt5731742
Wayne Johnson,story,tt5731742
Pat Fielder,screenplay,tt0051150
Pat Fielder,story,tt0051150
C.B. Hoadley,scenario,tt0327031
Cherry Duyns,novel,tt0103338
Tetsuya Honda,based on the novel by,tt2322601
Ludwig Bemelmans,book,tt1180340
K. Mahesh Sukhadhare,story,tt6035292
K. Mahesh Sukhadhare,screenplay,tt6035292
Nagamangala Krishnamurthy,dialogue,tt6035292
V. Nagendra Prasad,lyricist,tt6035292
K. Kalyan,lyricist,tt6035292
Krishne Gowda,lyricist,tt6035292
Tony Salerno,story,tt1254945
Troy Schmidt,story,tt1254945
Tony Salerno,screenplay,tt1254945
Dru Shepherd,screenplay,tt1254945
Alexandre Dumas père,novel,tt0005138
John Ford,story,tt0011807
Philippe Agostini,screenplay,tt0049483
Odette Joyeux,novel,tt0049483
Juliette Saint-Giniez,screenplay,tt0049483
William Shakespeare,play,tt1255904
Monia Ayachi,head writer,tt7177688
Monia Ayachi,original story,tt7177688
Djamel Bennecib,original story,tt7177688
Harry Dittmar,story,tt0012895
Martin Brown,play,tt0016006
Derek Marlowe,story,tt0183948
Joe Massot,story,tt0183948
Daniil Kharms,novel,tt0410396
Samantha Chase,based on novel by,tt5997848
Homer Brightman,story,tt0153281
Michael Spadafora,story,tt5089434
Kotomi Aoki,manga,tt2281309
Norihiro Koizumi,screenplay,tt2281309
Tomoko Yoshida,screenplay,tt2281309
Tonino Cervi,screenplay,tt0147524
Tonino Cervi,story,tt0147524
William LeBaron,"based on the play: ""I Love You""",tt0021102
J. Walter Ruben,adapted for the screen by,tt0021102
Denise Holden,script,tt4611108
Joseph Conrad,novel,tt0117582
Tedd Pierce,story,tt0049768
Anthony Rilocapro,story,tt1843280
Jalee Bailey,story,tt0116299
Mariette Désert,screenplay,tt4021084
Mikhaël Hers,screenplay,tt4021084
Nicola Badalucco,story,tt0070534
Lucio De Caro,script,tt0070534
Luciano Vincenzoni,story,tt0070534
Gösta Knutsson,book,tt0089793
Leif Krantz,screenplay,tt0089793
Risto Jarva,planning,tt1582634
Jaakko Pakkasvirta,text,tt1582634
George Orwell,original story,tt4026326
Alec Sokolow,screenplay,tt4026326
Misa Yamamura,based on the novel by,tt2015275
Bull Ishihara,teleplay,tt2015275
Georges Ohnet,novel,tt0040283
Janet Alcoriza,adaptation,tt0041423
Luis Alcoriza,adaptation,tt0041423
Adolfo Torrado,play,tt0041423
John le Breton,play,tt0170585
Donald Meaney,story,tt0006169
Kwang-San Kim,story,tt5255198
Steven Vail,screenplay,tt0134751
John G. Thompson,screenplay,tt0134751
Blake Mattson,a film made by,tt2844456
Zane Grey,based on a novel by,tt0024774
Harold Shumate,adaptation,tt0024774
Frank Howard Clark,adaptation,tt0024774
Max Borenstein,screenplay,tt0831387
Dave Callaham,story,tt0831387
Ishirô Honda,based on the character created by,tt0831387
Takeo Murata,based on the character created by,tt0831387
Shigeru Kayama,based on the character created by,tt0831387
Kunio Watanabe,screen story,tt0197429
Eric Knobel,story,tt1645836
Hannah Kuhlmann,story,tt1645836
Mike Owens,story,tt1645836
Michael Ritchie,story,tt1645836
Will Shepard,developed by,tt1645836
Mj Dixon,screenplay,tt4152374
Luke Short,story,tt0044036
Julia Smith,series creator,tt0402152
Tony Holland,series creator,tt0402152
Basil Dean,scenario,tt0020694
Rupert Downing,scenario,tt0020694
A.A. Milne,adaptation,tt0020694
A.A. Milne,play,tt0020694
Munehiro Kuriyama,screenplay,tt3088374
Domenico Buzzetti,original screenplay,tt1225898
Per Gunvall,screenplay,tt0040520
Jack Delaney,story,tt2678714
Vasily Shukshin,novel,tt4509994
Frank Howson,screenplay,tt0094789
Grigoris Grigoriou,adaptation,tt0218801
Nikos Tsiforos,screenplay,tt0218801
Felix Noe Garcia,story,tt2117858
J. Seabreak,story,tt2117858
Ben Hardaway,story,tt0285323
Milt Schaffer,story,tt0285323
Barbara Taylor Bradford,novel,tt0128317
H. Haden Yelin,teleplay,tt0128317
Peter Craig,screenplay,tt1951266
Danny Strong,screenplay,tt1951266
Suzanne Collins,adaptation,tt1951266
Suzanne Collins,novel,tt1951266
Bud Fisher,comic strip Mutt and Jeff,tt0010753
Michael Pertwee,original story,tt0041511
Michael Pertwee,screenplay,tt0041511
Meredith Holland,story,tt2103166
Robert Bolt,original story & screenplay,tt0091530
Glenda C. Finkelstein,screenplay,tt1337681
Elliott J. Clawson,story,tt0009139
Patrick Sébastien,story,tt6227478
Stéphane Bondoux,head writer,tt6227478
Masami Kurumada,creator,tt6528290
Ali Zojaji,screenplay,tt5089068
Ulrike Schölles,screenplay,tt5089068
Alexander Costea,screenplay,tt5089068
Dwight V. Babcock,screenplay,tt0043516
Richard H. Landau,screenplay,tt0043516
Rupert Hughes,based on a story by,tt0043516
Will Evans,play,tt0022490
Ralph Lynn,adaptation,tt0022490
Arthur Valentine,play,tt0022490
Herbert Wilcox,adaptation,tt0022490
Delmer Daves,screen play,tt0031593
Donald Ogden Stewart,screen play,tt0031593
Mildred Cram,story,tt0031593
Leo McCarey,story,tt0031593
Randall Fontana,story,tt0275979
Tom Webber,deviser,tt0878815
Seth Koury,story,tt3009606
Renee Domenz,story,tt4077802
Charles Dickens,based on the story by,tt1314715
Greg Anderson,story,tt3312074
Elizabeth Joy Roe,story,tt3312074
Annie DeYoung,story,tt1196339
David Morgasen,story,tt1196339
Emmett C. Hall,story,tt0844737
RePete,screenplay,tt1281119
RePete,story,tt1281119
Jack Edward Sawyers,story,tt1281119
Esat Mahmut Karakurt,novel,tt0431409
Corrado D'Errico,adaptation,tt0032948
Socrates,story,tt0032948
Alice Ramsey,story,tt0010723
Sarah Christman,idea,tt0416622
Jen Simmons,idea,tt0416622
Kevin R. Hershberger,screenplay,tt1547239
John Pagano,story,tt1547239
Fritz Rau,screenplay,tt0244525
M. Rau,screenplay,tt0244525
Zack Powers,screenplay,tt1612104
Jesse Stipek,original idea,tt1612104
Gertrude Andrews,story,tt0187762
Kosala Subasinghe,story,tt2583224
Dennis Envoldsen,screenplay,tt1692260
Sophie Bogen,story,tt0018271
Marco Costa,story,tt2658620
Andrea Montovoli,story,tt2658620
Masahide Ichii,screenplay,tt1523513
Lewis Weinberg,original screenplay,tt1552029
Stéphane Demoustier,screenplay,tt3828466
Gaëlle Macé,collaboration,tt3828466
Jules Beesley,screenplay,tt0274748
Jules Beesley,story,tt0274748
Ryan Junell,story,tt0274748
Kevin Nathaniel,screenplay,tt1405423
Kay Harrison,scenario,tt0011854
Jacques Jaccard,story,tt0011854
Kay Thompson,scenario,tt0011854
Ramon Lazaro,screenplay,tt2544928
Chun-yi Chang,screenplay,tt0087595
Ching-chieh Lin,screenplay,tt0087595
Hsien-Yung Pai,novel,tt0087595
Peter Straub,novel,tt0082449
Lawrence D. Cohen,screenplay,tt0082449
Chris Buchal,story,tt4594254
Paul Burch,original screenplay,tt1387390
Andrea Lin,creator,tt4448454
Ben Honeyball,story,tt1288490
William Honeyball,story and screenplay,tt1288490
Adam Scrase,story,tt1288490
George Herriman,comic strip Krazy Kat,tt0364936
Jackson Richards,story,tt0023616
Peter-Martin Deusel,novel,tt0051889
Shawn Wayans,characters,tt0306047
Marlon Wayans,characters,tt0306047
Buddy Johnson,characters,tt0306047
Phil Beauman,characters,tt0306047
Jason Friedberg,characters,tt0306047
Aaron Seltzer,characters,tt0306047
Jessica Duffin Wolfe,words by,tt1380858
Gene Fowler,screenplay,tt0028143
Damon Runyon,story,tt0028143
Howard Ellis Smith,screenplay,tt0028143
Greg Ford,story,tt0155574
Terry Lennon,story,tt0155574
Dex Elliott Sanders,story,tt1758678
Albert Shin,screenplay,tt1344848
George Holt,story,tt0124753
Shan Shaikh,story,tt3361978
Eva Finklestein,play,tt0022298
Eva Finklestein,"story ""Twenty Grand""",tt0022298
Cyril Gardner,adaptation,tt0022298
Martha O'Dwyer,"story ""Twenty Grand""",tt0022298
Tom Reed,scenario,tt0022298
Courtney Terrett,scenario,tt0022298
Zachary Laoutides,original story,tt3564122
Barry Shipman,original screenplay,tt0044775
Melvin Millar,story,tt0036937
Morgan Dolginow,story,tt3038110
Edward Chodorov,screenplay,tt0038164
Jerome Chodorov,play,tt0038164
Jacques Rémy,screenplay,tt0048993
Filippo Sanjust,screenplay,tt0048993
Bruce Robinson,story,tt0097336
Bruce Robinson,screenplay,tt0097336
Roland Joffé,screenplay,tt0097336
John Farrow,"adapted from the play: ""The Registered Woman""",tt0022572
John Farrow,screen play & dialogue by,tt0022572
Ralph Murphy,additional dialogue,tt0022572
Nina Warner Hooks,novel,tt0051692
Bruce Lood,screenplay,tt2125520
Ruth Peterman,book,tt2125520
Johnny Vong,story,tt4515560
Taco Jones,story,tt2669334
Jake Uffer,story,tt2669334
Richard Caron,novel,tt0067237
Francis Veber,dialogue,tt0067237
Georges Lautner,adaptation,tt0067237
Francis Veber,adaptation,tt0067237
Gene Roddenberry,"Based upon ""Star Trek"" created by",tt4756234
Mario R. Coello,adaptation,tt4824312
Martha Duncan,script writer,tt4824312
Megan O'Toole,script writer,tt4824312
Mark Wheeler,script writer,tt4824312
Paul Dickinson,collaborating writer,tt1850446
Erik Hammen,screenplay,tt1850446
Donald Ogden Stewart,screen play,tt0024770
Francis Marion Crawford,based upon the novel,tt0024770
Walter C. Hackett,dramatized by,tt0024770
Frederick Lonsdale,play,tt0166882
Ariel Dorfman,book,tt1097260
Anne Vince,characters,tt0330588
Robert Vince,characters,tt0330588
Anne Vince,story,tt0330588
Robert Vince,story,tt0330588
Anna Singer,screenplay,tt0330588
Anne Vince,screenplay,tt0330588
Anna McRoberts,screenplay,tt0330588
Barré Lyndon,story,tt0043052
Marge Decker,story,tt0043052
Barré Lyndon,screenplay,tt0043052
Marge Decker,screenplay,tt0043052
Derrick Small,story,tt4025510
Doug Kor,consulting writer,tt0375595
Frederic S. Isham,novel,tt0007618
Jo Bond,screenplay,tt1756521
Kate Herron,story,tt1756521
Matt Braun,"characters from the novel ""Black Fox""",tt0112516
John Binder,story,tt0112516
Michael Michaelian,teleplay,tt0112516
Murray Leinster,story,tt0022705
Harry L. Fraser,scenario,tt0022705
Cheyann Reagan,story,tt2158667
Pete Sheldrup,story,tt3916068
Jazmine Skinner-Cooper,story,tt3916068
Brian Dorton,screenplay,tt2186723
Nick Millard,based on characters by,tt2186723
Joseph Medill Patterson,novel,tt0010367
Layne Parker,story,tt0128505
Long-Cuu Phan,screenplay,tt1399320
Kevin Eastman,characters,tt4318612
Peter Laird,characters,tt4318612
Yugi Sethu,dialogue,tt4898962
Jack Binder,comic book,tt2387413
Carl Formes,comic book,tt2387413
Sukhmani Sadana,dialogue writer,tt3177332
Edward Ludwig,story,tt0343785
Tyler Harmon-Townsend,story,tt3078882
Liliana Pagano,story,tt3078882
Max Wilde,story,tt3078882
Tony Zanghi,story,tt3078882
Saadat Hassan Manto,story,tt0410149
Kathleen Mullan,creator,tt0401467
Yoshiji Kigami,script,tt1356922
Richard S. Telesca,story,tt1537920
Salahuddin Parvez,dialogue,tt0356770
Salahuddin Parvez,poems,tt0356770
Surendra Prakash,screenplay,tt0356770
Antonio A. Goncalves,writings,tt0255537
Gertrude Stein,novel,tt0255537
Rufus Swart,additional dialogue,tt0255537
Rinaldi Gulinao,story,tt2137602
Jack Celestin,play,tt0213848
Jack DeLeon,play,tt0213848
Ryan Steven Green,concept,tt3088806
Lord Dunsany,play,tt3955590
Christopher Frank,novel,tt0073155
Christopher Frank,adaptation,tt0073155
Andrzej Zulawski,adaptation,tt0073155
Christopher Frank,dialogue,tt0073155
Terence Rattigan,story,tt0038663
Kenneth B. Clarke,screenplay,tt0009697
Kenneth B. Clarke,story,tt0009697
Mary Berg,diary,tt0185260
Adam Czerniaków,diary,tt0185260
Chaim A. Kaplan,diary,tt0185260
Michael Lewin,diary,tt0185260
Emmanuel Ringelblum,diary,tt0185260
Kjell Hallbing,novel,tt0282758
Peter Dawson,screenplay,tt0168922
Allan Sandler,concept,tt0168922
Robert Emenegger,concept,tt0168922
Junn P. Cabreira,story & screenplay,tt0093637
Arthur Gelfield,story & screenplay,tt0093637
Lloyd A. Simandl,story,tt0984224
Louis Joseph Vance,story,tt0346938
Cyrus Townsend Brady,novel,tt0006873
John Powell,story,tt1483834
Mike Rohlfing,screenplay,tt1483834
Anand Giridharadas,based on the book by,tt3731964
Anand Giridharadas,book,tt3731964
Kenneth Frampton,narration written by,tt1827449
Caroline Fraissinet,screenplay,tt1577100
Kevin Martin,story,tt1577100
Nate Harrison,story,tt2287731
Romaine Fielding,scenario,tt0212911
Lillian Sweetser,scenario,tt0212911
Chris Van Allsburg,book,tt0406375
David Koepp,screenplay,tt0406375
John Kamps,screenplay,tt0406375
Barry Cowan,original screenplay,tt2554810
Kelly Rae Irwin,story,tt2554810
Mark McNabb,story,tt2554810
Heck Allen,novel,tt0114622
Gilles Béhat,story,tt0114622
Philippe Schwartz,story,tt0114622
Sergio Donati,screenplay,tt0114622
Lorenzo Donati,screenplay,tt0114622
