Person,Responsibility,imdbID
Marion Jackson,story,tt0018076
Brent Owens,narration,tt1144481
Frank Frederico,screenplay,tt1680046
Geoff Bunch,consultant writer,tt1665406
Hannibal Buress,consultant writer,tt1665406
Robert Cohen,Les Grossman segments,tt1665406
Josh Comers,consultant writer,tt1665406
Eileen Doherty,consultant writer,tt1665406
Jefferson Dutton,consulting writer,tt1665406
David Ferguson,consultant writer,tt1665406
Nathan Fielder,consultant writer,tt1665406
Brett Gelman,consultant writer,tt1665406
Nick Kroll,consultant writer,tt1665406
Joe Mande,consultant writer,tt1665406
Dan Mintz,consultant writer,tt1665406
Laura Murphy,consultant writer,tt1665406
BJ Porter,head writer for Aziz Ansari,tt1665406
Brian Posehn,consultant writer,tt1665406
Erik Weiner,head writer,tt1665406
Nicolle Yaron,Les Grossman segments,tt1665406
Nicolle Yaron,consultant writer,tt1665406
Nicolle Yaron,show opening,tt1665406
Scott Nakatsu,dialogue,tt3045786
Sam Tanski,dialogue,tt3045786
Anna Marie Carey,story,tt3021522
D. Victor Hawkins,story,tt0106399
Tom Nelson,story,tt0106399
Rebecca Whittington,story,tt0106399
D. Victor Hawkins,teleplay,tt0106399
Tom Nelson,teleplay,tt0106399
Johnny Hart,based on the comic strip by,tt0770716
Peter Berneis,screenplay,tt0042509
Tennessee Williams,play,tt0042509
Tennessee Williams,screenplay,tt0042509
Eric Raymond Lim,story,tt5501264
Stephen Reedy,story,tt5501264
Adam Herz,characters,tt0808146
Jose T. Santos,screenplay,tt5636656
Jose T. Santos,story,tt5636656
Anthony Hinds,original screenplay,tt0061683
Kan Shimozawa,story,tt0164982
Yunosuke Yoshinaga,manga,tt1663145
Masashi Sogo,screenplay,tt1663145
Casey Schoch,by,tt6932146
Guy Noland,story,tt3588068
Gio Lingao,story,tt4048250
Nate Parker,screenplay by,tt4196450
Nate Parker,story by,tt4196450
Jean McGianni Celestin,story by,tt4196450
Matthew Giordano,creator,tt1358579
Ernie Pecho,story,tt2004375
Rudy Ner. Siongco,story,tt2004375
Valerie Curtin,screenplay,tt0088326
Barry Levinson,screenplay,tt0088326
Robert Klane,screenplay,tt0088326
Noel Madrid,screenplay,tt3975200
Roel Robles,story,tt3975200
Roland Moore,script editor,tt3757698
Alejandro Sieveking,play,tt0063718
Justin Lewis,story,tt0480026
Justin Lewis,screenplay,tt0480026
Jerod Brennen,screenplay,tt0480026
Chris L. Parker,additional dialogue,tt0480026
Mohammad Rahmanian,script,tt1417101
David Douglas,screenplay,tt0460556
Xiaoxia Wei,novel,tt0480720
James Madison,story,tt0328444
George H. Plympton,scenario,tt0328444
Alec Coppel,book,tt0041460
Alec Coppel,screenplay,tt0041460
T.E.B. Clarke,screenplay,tt0042265
Jan Read,original treatment,tt0042265
Ted Willis,original treatment,tt0042265
Alexander Mackendrick,additional dialogue,tt0042265
Enzo Barboni,screenplay,tt0074442
Enzo Barboni,story,tt0074442
Steve St. George,screenplay,tt3396008
Hannah Nyala,book,tt0177119
Ronni Kern,teleplay,tt0177119
Robert Presnell Jr.,screenplay,tt0050629
Ben Hecht,screenplay,tt0050629
Derek Hammeke,story,tt1747972
Colby Williams,story,tt1747972
Marco Ferreri,story,tt0075364
Rafael Azcona,screenplay,tt0075364
Marco Ferreri,screenplay,tt0075364
Dante Matelli,screenplay,tt0075364
Ian Hay,play,tt0015892
Kimio Yanagisawa,manga,tt1313158
Masaya Ozaki,screenplay,tt1313158
Lyn Fairhurst,original story,tt0057504
Lyn Fairhurst,screenplay,tt0057504
Harold Shampan,idea,tt0057504
Weibin Liu,screenplay,tt1534567
Yao Qiong,story,tt1534567
Christopher Andrew Graham,story,tt2179744
Jennie Shortridge,novel,tt5126478
Harry Blyth,characters,tt2361503
Charles Raymond,scenario,tt2361503
Benjamin Combes,original idea,tt4737342
Ettiene de Oliveira,original idea,tt4737342
Tim Venable,story,tt1891751
Charles Belden,idea,tt0035338
Erwin S. Gelsey,story,tt0035338
Charles E. Roberts,story,tt0035338
Monte Brice,screenplay,tt0035338
Rhode Montijo,creator,tt0387273
Aubrey Ankrum,creator,tt0387273
Kenn Navarro,creator,tt0387273
Joseph Kwong,story advisor,tt0387273
Jirô Akagawa,novel,tt0230902
Isaiah Mechanic,idea and story,tt4307892
Lauren Mechanic,idea and story,tt4307892
Maria Arnell,story,tt1485129
Marianna Mørkøre,story,tt1485129
Nino Battiferri,story,tt0056586
Luigi Capuano,adaptation,tt0056586
Arpad DeRiso,adaptation,tt0056586
Ottavio Poggi,adaptation,tt0056586
Blaise Hartman,story,tt1885202
Xoey Hawk,story,tt1885202
Dan A.R. Kelly,story,tt1885202
Benjamin M. Pauly,story,tt1885202
Gary Goddard,creator,tt0097013
Tony Christopher,creator,tt0097013
Lawrence G. DiTillio,additional dialogue,tt0097013
John Bird,new dialogue,tt0070939
Terence Donovan,idea,tt0070939
Alan Turney,translation,tt0070939
Elliott Riebman,screenplay,tt5074086
Travis Sentell,book,tt5074086
Connor Hurley,story,tt4950166
Jack Townley,screenplay,tt0028568
Jerome Chodorov,screenplay,tt0028568
Richard English,story,tt0028568
Victor Adamson,story,tt0172096
Bennett Cohen,screenplay,tt0172096
Bryan Bagby,screenplay,tt5034120
William Scully,book,tt5034120
Gurgen Khanjian,screenwriter,tt0303275
Angus MacPhail,screenplay,tt0038396
Guy Morgan,screenplay,tt0038396
Patrick Kirwan,original story,tt0038396
Thomas Singer,screenplay,tt0085937
Craig Muckler,story,tt0085937
Howard J. Green,adaptation,tt0019319
Cosmo Hamilton,story,tt0019319
Lonne Elder III,play,tt0207376
Lonne Elder III,screenplay,tt0207376
Alberto Bevilacqua,original screenplay,tt0139636
Mary Higgins Clark,novel,tt4387348
Frank Darabont,segment,tt0166002
Randall Jahnson,segment,tt0166002
Jim Thomas,segment,tt0166002
John Thomas,segment,tt0166002
Barry Drucker,creator,tt1691022
Cornelia Funke,novel,tt1794725
Vedran Mujagic,screen writer,tt5199708
Daniel Griffith,narration,tt1723032
Marc Cushman,script consultant,tt1853577
Joni Männistö,story,tt3263790
James Hilton,novel,tt0327804
Frederic R. Bechdolt,story,tt0418522
Bobby Vernon,story,tt0024673
Frank Griffin,story,tt0024673
Al Bravo,story,tt2837602
Raúl Martínez Solares,adaptation,tt0062743
Rafael Pérez Grovas,story,tt0062743
Carlo J. Caparas,story,tt0186310
Tarik Tufan,text,tt4079186
Cihat Zembat,scenario,tt4079186
Halil Özer,scenario,tt4079186
Hans Christian Andersen,fairy tale Den grimme Ælling,tt0456437
Jørgen Bing,adaptation,tt0456437
Christian Sommer,concept,tt0456437
Cameron Alborzian,story,tt3228986
Wilson Collison,play,tt0014946
Avery Hopwood,play,tt0014946
Brendan Cowles,screenplay,tt1781896
Shane Kuhn,screenplay,tt1781896
Randall McCormick,story,tt1781896
Gerald Beaumont,story,tt0019512
Casey Robinson,titles,tt0019512
Bella Lapid,story,tt0360696
Tony Mortel,screenplay,tt0360696
Diego Cagahastian,screenplay,tt0360696
Waldemar Young,scenario,tt0008568
Lynn Reynolds,scenario,tt0008568
Gerald Geraghty,story,tt0030229
Curt Siodmak,story,tt0030229
Joseph Moncure March,screenplay,tt0030229
Lillie Hayward,screenplay,tt0030229
Eddie Welch,screenplay,tt0030229
Louis Joseph Vance,novel,tt0011094
E.V. Durling,story,tt0007031
Gabriella Illés,original idea,tt5559700
Pietro Calderoni,story and screenplay,tt0465721
Gualtiero Rosella,story and screenplay,tt0465721
Camil Petrescu,stories,tt0101557
Filip Dordievski,story,tt3467864
Leon G. Olivieri,screenplay,tt3467864
Rahma Marzak,story,tt3017156
Mark Young,story,tt0115509
Kelly Ward,story,tt0115509
Arne Olsen,screenplay,tt0115509
Kelly Ward,screenplay,tt0115509
Mark Young,screenplay,tt0115509
H.P. Lovecraft,short story,tt0489410
Huey Williams,story,tt4253224
Rajiv S. Ruia,story,tt3788154
Mario Garza,story,tt5652610
Alessandro Bencivenni,story and screenplay,tt0874306
Fausto Brizzi,story and screenplay,tt0874306
Marco Martani,story and screenplay,tt0874306
Neri Parenti,story and screenplay,tt0874306
Domenico Saverni,story and screenplay,tt0874306
William Hurlbut,screenplay,tt0021922
John A. Moroso,novel,tt0016209
Marion Orth,adaptation,tt0016209
James Cameron,screenplay by,tt0437086
Laeta Kalogridis,screenplay by,tt0437086
Robert Rodriguez,screenplay by,tt0437086
Yukito Kishiro,"graphic novel series: ""Gunnm""",tt0437086
Michelle Diamond,story,tt3205240
S.B. Edwards,screenplay,tt3205240
S.B. Edwards,story,tt3205240
John Gay,screenplay by,tt0063356
William Goldman,based on the novel by,tt0063356
André Hornez,dialogue,tt0159647
Serge Véber,dialogue,tt0159647
Leonardo Stella,created by,tt4995108
Kathlyn Williams,story,tt0008218
Max Marcin,play,tt0009202
Charles E. Whittaker,scenario,tt0009202
David Detiege,story,tt0055616
Ian Fischer,screenwriter,tt1419330
Miroslav Buberle,screenplay,tt1342411
Barbora Cervenková,dialogue,tt1342411
Roman Koprivík,dialogue,tt1342411
John Bunyan,novel,tt0194913
Markku Niinivaara,novel,tt0118212
Aurania Rouverol,characters,tt0030997
Stirling Silliphant,screenplay,tt0054443
Wolf Rilla,screenplay,tt0054443
Ronald Kinnoch,screenplay,tt0054443
John Wyndham,novel,tt0054443
Robert Katz,English dialogue,tt0155677
David Nathan,story,tt5815940
Mohan Krishna Indraganti,screenplay,tt5815940
Mohan Krishna Indraganti,dialogue,tt5815940
Sirivennela Seetharama Sastry,lyricist,tt5815940
Ramajogaiah Sastry,lyricist,tt5815940
Matt Ford,story,tt1631384
K.K. Beck,novel,tt0111142
Ellen Weston,teleplay,tt0111142
Thomas A. MacDonald,book,tt0307568
Obie Scott Wade,creator,tt0325665
Aaron Massey,screenplay,tt5721124
Richard Smith,story,tt0347438
J. Erastheo Navoa,story,tt0347471
Jose N. Carreon,screenplay,tt0347471
Harjant Gill,collaborating writer,tt1843250
Jean Jansion,novel,tt0042003
George Beck,created by,tt5028844
Takahiro Suzuki,story,tt3344852
Ben Starkey,v.o. narration only,tt3125100
Forrest Sheldon,screenplay,tt0014719
Forrest Sheldon,story,tt0014719
F. Hugh Herbert,screenplay,tt0027188
Brown Holmes,screenplay,tt0027188
Erwin S. Gelsey,adaptation,tt0027188
George Bilson,story,tt0027188
Alysabeth,story,tt1611890
Ishbel Ross,novel,tt0025890
Frances Marion,screen play,tt0023948
Herman J. Mankiewicz,screen play,tt0023948
George S. Kaufman,from the Sam H. Harris stage play by,tt0023948
Edna Ferber,from the Sam H. Harris stage play by,tt0023948
Donald Ogden Stewart,additional dialogue,tt0023948
Harold Kovner,screenplay,tt0128756
Jay Campbell,screenplay,tt0128756
Geoff Callan,story consultant,tt7390536
Mark Monroe,story consultant,tt7390536
Jack Youngelson,consulting producer,tt7390536
Mike Shaw,story consultant,tt7390536
Steven Siig,story by,tt7390536
Lisa Bernard,story consultant,tt7390536
Jorge Rodas,story,tt2802082
Cal Howard,story,tt0148016
Eric Norden,adaptation,tt0050874
Earle Lyon,adaptation,tt0050874
Eric Norden,screenplay,tt0050874
Lauran Paine,novel,tt0050874
James Nelson Davis III,story,tt3680504
James Nelson Davis,screenplay,tt3680504
Rudolph Dirks,comic strip,tt1149260
Viña Delmar,based on a story,tt0023646
Warren Duff,screenplay,tt0023646
Alice M. Williamson,story,tt0019131
C.N. Williamson,story,tt0019131
Shinobu Kaki,screenplay,tt4382490
Shaza Irfan,story,tt2740398
David Adams,story by,tt5742332
Danny Abel,story,tt2354499
Hannah Pearl Utt,story,tt2354499
William V. Mong,scenario,tt0007685
David Saldoff,story,tt4531230
Ben Snell,story,tt4531230
Alfred Henry Lewis,story,tt0438587
George H. Plympton,scenario,tt0438587
Lou Dyer,"story ""Black Tide""",tt0051013
Sid Harris,"story ""Black Tide""",tt0051013
Melanie Brown,translation,tt1242878
Frank Huiges,translation,tt1242878
Arthur V. Jones,screenplay,tt0236720
Navin Chandra Ganesh,screenplay,tt2004410
Lawrence Hazard,story,tt0026514
Vera Caspary,screenplay,tt0026514
Sidney Buchman,screenplay,tt0026514
Luisa Treves,teleplay,tt1293747
Alice Tisdale Hobart,by,tt0026805
Laird Doyle,screen play,tt0026805
Avi Setton,additional writing,tt2277944
Alexander B. Taylor,additional writing,tt2277944
Gilbert Girion,story,tt0096800
Ralph Toporoff,story,tt0096800
Manshendra Singh Kailey,screenplay,tt3041778
Kravi Shankar,dialogue,tt3041778
Manshendra Singh Kailey,story,tt3041778
Manshendra Singh Kailey,dialogue,tt3041778
Rajdeep Singh,dialogue,tt3041778
James Gunn,screenplay,tt0363547
Oscar Miranda,screenplay,tt0189052
Gustavo Dahl,screenplay,tt0184303
Gustavo Dahl,story,tt0184303
Roberto Marinho de Azevedo Neto,story,tt0184303
Dawn Thomas,developed by,tt1214964
Jada Pinkett Smith,developed by,tt1214964
Tristan Wheelock,story,tt4340898
Eleanor M. Ingram,story,tt0321185
Harvey Gates,scenario,tt0321185
George Terwilliger,scenario,tt0338920
Michael McCafferty,creator,tt3120340
Steven Schwartz,screenplay,tt1748199
Neal Israel,teleplay,tt0282343
Arnold Margolin,screenplay,tt0282343
Arnold Margolin,story,tt0282343
Squire D. Rushnell,characters,tt0305730
Peter Sauder,story,tt0305730
Nobuko Yoshiya,story,tt0314476
Cameron Kirby,story,tt3875248
Edmund Beloin,screenplay,tt0039544
Jack Rose,screenplay,tt0039544
Lewis Meltzer,screenplay,tt0039544
William Bowers,based on a short story by,tt0039544
Robinson Holbert,based on a short story by,tt0039544
Gene Gauntier,story,tt2189288
Diana Morgan,play,tt4355102
Tedd Pierce,story,tt0036402
Edward Dillon,story,tt0383291
Josef Martin Bauer,novel,tt0277327
James W. Castle,story,tt1275561
Charles Harris,story,tt0006270
Michael Paul Jones,story,tt4006750
Gavin McClurg,story,tt4006750
Mads Dam Jakobsen,story,tt1548247
Pauline Gouzenne,adaptation,tt0379577
Arthur C. Pierce,original story and screenplay,tt0053651
Piers Ashworth,screenplay,tt1561765
Nick Moorcroft,screenplay,tt1561765
Emily A. Hastings,story,tt3456054
Emmett C. Hall,story,tt1064780
Kiyotaka Inagaki,screenplay,tt1230534
Yuichiro Tanaka,original story,tt1230534
Sergey Mikhalkov,screenplay,tt0393451
Sergey Mikhalkov,story,tt0393451
Efren Abueg,story,tt0261071
Tony Mortel,screenplay,tt0261071
Diego Cagahastian,screenplay,tt0261071
Mike Cameron,story,tt0838165
Edgar Reitz,screenplay,tt1998204
Gert Heidenreich,screenplay,tt1998204
Joshua D. Krohn,adaptation,tt2786582
Harold Pinter,play,tt2786582
H.M. Walker,dialogue,tt0020972
Christian Svanes Kolding,story,tt3058610
Christina Mazzalupo,story,tt3058610
Pedro Miguel Obligado,adaptation,tt0040441
Luis Saslavsky,adaptation,tt0040441
Oscar Wilde,play,tt0040441
Sveinbjörn J. Tryggvason,story,tt1554959
Tim Bonython,story,tt2990322
Steve Lawson,story,tt0115872
Phil Penningroth,story,tt0115872
Phil Penningroth,teleplay,tt0115872
W.P. Lipscomb,story,tt0028417
Reginald Pound,story,tt0028417
Stephen J. Cannell,screenplay,tt0079954
Stephen J. Cannell,story,tt0079954
Richard Levinson,story,tt0079954
William Link,story,tt0079954
Benjamin Glazer,adaptation,tt0015876
William Vaughn Moody,play,tt0015876
James J. Tynan,novel,tt0015876
Samuel Victor,adaptation,tt2344508
Charles Schnee,screenplay,tt0054710
James Gould Cozzens,novel,tt0054710
George Pleydell Bancroft,play,tt0167486
Delmer Daves,screenplay,tt0048805
Leo Townsend,screenplay,tt0048805
John Prebble,story,tt0048805
Ennio De Concini,story,tt0061220
Giovanni Grimaldi,screenplay,tt0061220
Eliana De Sabata,screenplay,tt0061220
Abhay Kumar,story,tt1733710
Tom Gorst,story,tt3127898
Kôki Mitani,play,tt0357119
Ho-Cheung Pang,original story,tt1407972
Ihsan Abd al-Qudus,story,tt0358981
Mohamed Abu Youssef,story,tt0358981
Catherine Corsini,original screenplay,tt1160015
Jason Ragosta,story,tt3247620
Milt Schaffer,story,tt0045890
Dick Kinney,story,tt0045890
Thomas Delmar,scenario,tt0429839
Catherine Turney,novel,tt0050157
Catherine Turney,screenplay,tt0050157
Donna Read,screenplay,tt0225818
Starhawk,story,tt0225818
Werner Jörg Lüddecke,screenplay,tt0052295
Thea von Harbou,novel,tt0052295
Richard Eichberg,original screenplay,tt0052295
Ben Hecht,screenplay,tt0034522
Seton I. Miller,screenplay,tt0034522
Seton I. Miller,adaptation,tt0034522
Rafael Sabatini,novel,tt0034522
Tania de Montaigne,original idea,tt1710581
Robert Dillon,screenplay,tt0013527
Robert Dillon,story,tt0013527
Joey Silvera,developed by,tt3038264
Mathilde Suissa,story,tt2018157
Bran Toulose,story,tt0123711
Colin Godman,script,tt1740465
John King,script,tt1740465
Toto Belano,story,tt0482909
Jeffrey Palmer,story,tt2818672
S.N. Behrman,screen play,tt0030018
Sonya Levien,screen play,tt0030018
Leo McCarey,original story,tt0030018
Frank R. Adams,original story,tt0030018
John Francis Larkin,original screen play,tt0032324
Earl Derr Biggers,based on the character created by: Charlie Chan,tt0032324
Georgette Duchesne,adaptation,tt0013754
Donald McGibney,story,tt0013754
Peter Milne,adaptation,tt0013754
Josh Hasty,screenplay,tt1531615
Vince Emery,teleplay,tt1739172
Mike Weiss,teleplay,tt1739172
Justin Gardner,story,tt1723068
Trevor Hawkins,story,tt1723068
Tony Mallous,story,tt3092856
Glendalina Ziemba,story,tt3092856
Ryan Brown,novel,tt1833765
Boaz Davidson,story,tt0914813
Pieter Nouwen,novel,tt0242726
Carl K. Hittleman,original story,tt3369134
Ron Nicholas,additional sequences written by,tt3369134
Milton Goldsmith,story,tt0233894
Adele Buffington,story and screenplay,tt0038320
Len Wein,comic book,tt0084745
Bernie Wrightson,comic book,tt0084745
George C. Hull,story,tt0468244
Mahmoud Hojeij,screenplay,tt2199397
Kingsley Benedict,screenplay,tt0127974
Kingsley Benedict,story,tt0127974
Abby Mann,creator,tt0185315
Selwyn Raab,book,tt0185315
Sesh Evans,story,tt2457546
Nate Gatzert,story,tt0027322
Nate Gatzert,screenplay,tt0027322
Charles Dickens,novel,tt2627630
Gloria Chung,story,tt4179532
Milton Raison,original screenplay,tt0037324
Tim Ryan,original screenplay,tt0037324
Claude Saint-Antoine,screenplay,tt0192362
Josh Becker,screenplay,tt1258131
Scott Spiegel,screenplay,tt1258131
Adam Minarovich,screenplay,tt1741243
Henry Pettitt,play,tt0020151
G.R. Sims,play,tt0020151
Joshua Michael Dorsey,story,tt2948678
Matthew Manyak,story,tt5746612
Norman S. Hall,screenplay,tt0032290
Ray Trampe,screenplay,tt0032290
Dick Calkins,based on the comic strip by,tt0032290
Philip Francis Nowlan,based on the comic strip by,tt0032290
Reese Eveneshen,story,tt2435502
David Scott Hay,play,tt0422399
David Scott Hay,screenplay,tt0422399
Tim Bissell,screenplay,tt1594908
Tim Bissell,story,tt1594908
Craig F. Watkins,story,tt1594908
Reza Aslan,story,tt1787800
Mahyad Tousi,story,tt1787800
Robert N. Lee,screen play,tt0024040
Peter Milne,screen play,tt0024040
Robert N. Lee,from the story by,tt0024040
Darryl Shaw,story by,tt3810158
Dana Tartau,story by,tt3810158
Roland Collin,original screenplay and adaptation,tt1176112
Alice Munro,"short story ""The Bear Came Over the Mountain""",tt0491747
Roger Lee,story,tt2008006
Murray Langston,original screenplay,tt0087795
William A. Levey,original screenplay,tt0087795
Bill Osco,original screenplay,tt0087795
Jackie Kong,original screenplay,tt0087795
Mario Siciliano,screenplay,tt0203090
Mario Siciliano,story,tt0203090
Hideshi Hino,original comic,tt0846024
Alex Ferrari,story & screenplay,tt0446663
Jorge F. Rodriguez,screenplay,tt0446663
Irving Brecher,screen play,tt0034172
Harry Kurnitz,screen play,tt0034172
Harry Kurnitz,from a story by,tt0034172
Dashiell Hammett,based upon characters created by,tt0034172
Philippe Djian,novel,tt3103576
Arnaud Larrieu,screenplay,tt3103576
Jean-Marie Larrieu,screenplay,tt3103576
Jacques Doillon,screenplay,tt2634394
Daijirô Morohoshi,comic,tt0159394
William Pattison,book,tt2677336
Derek Young,story,tt2677336
Mikey Hilb,story,tt0780500
Glenn Zoller,story,tt0780500
Elsie Van Name,screenplay,tt0182783
Elsie Van Name,story,tt0182783
Bud Fisher,comic strip,tt1173535
Herb Meadow,created by,tt6479542
Julia Britton,based on a play by,tt3356682
Harsha Navaratne,story,tt2780998
Samy Pavel,screenplay,tt2780998
Rishan Seraphim,screenplay,tt2780998
Kyler Ernst,screenplay,tt1358255
John Brownjohn,screenplay collaboration,tt0091757
Hani Fawzi,dialogue,tt0106304
Hani Fawzi,screenplay,tt0106304
Hani Fawzi,story,tt0106304
